protocol,noise_model,parameter,circuit_label,n_failed_test_rounds,decoded_output,correct_value,match,computation_outcomes_count
FK12,malicious,0.8,circuit8242.qasm,39,0,1,✗,43
FK12,malicious,0.9,circuit9611.qasm,56,0,1,✗,39
FK12,malicious,0.8,circuit7587.qasm,39,0,1,✗,36
FK12,malicious,0.9,circuit6691.qasm,48,0,1,✗,32
FK12,malicious,0.8,circuit3191.qasm,42,0,1,✗,37
FK12,malicious,0.9,circuit5028.qasm,48,1,0,✗,59
FK12,malicious,0.8,circuit0905.qasm,35,0,1,✗,43
FK12,malicious,0.9,circuit9678.qasm,57,0,1,✗,35
FK12,malicious,0.8,circuit5104.qasm,38,0,1,✗,37
FK12,malicious,0.8,circuit0255.qasm,42,1,0,✗,61
FK12,malicious,0.8,circuit0730.qasm,37,0,1,✗,47
FK12,malicious,0.8,circuit1864.qasm,47,0,1,✗,47
FK12,malicious,0.8,circuit5565.qasm,35,0,1,✗,42
FK12,malicious,0.8,circuit8043.qasm,40,1,0,✗,60
FK12,malicious,0.5,circuit4079.qasm,25,1,0,✗,64
FK12,malicious,0.8,circuit6663.qasm,40,1,0,✗,58
FK12,malicious,0.8,circuit3387.qasm,38,0,1,✗,44
FK12,malicious,0.8,circuit3047.qasm,43,0,1,✗,47
FK12,malicious,0.8,circuit6734.qasm,37,0,1,✗,41
FK12,malicious,0.8,circuit5432.qasm,48,1,0,✗,60
FK12,malicious,0.8,circuit9638.qasm,40,0,0,✓,47
FK12,malicious,0.8,circuit2587.qasm,41,0,1,✗,34
FK12,malicious,0.8,circuit9367.qasm,40,0,1,✗,43
FK12,malicious,0.8,circuit5296.qasm,40,0,1,✗,41
FK12,malicious,0.8,circuit0571.qasm,36,1,0,✗,63
FK12,malicious,0.8,circuit9451.qasm,33,0,1,✗,39
FK12,malicious,0.8,circuit2424.qasm,36,1,1,✓,52
FK12,malicious,0.8,circuit8389.qasm,44,1,0,✗,63
FK12,malicious,0.8,circuit2204.qasm,53,1,0,✗,53
FK12,malicious,1,circuit4703.qasm,54,0,1,✗,39
FK12,malicious,1,circuit1864.qasm,51,0,1,✗,39
FK12,malicious,1,circuit5565.qasm,47,0,1,✗,32
FK12,malicious,0.8,circuit0086.qasm,45,1,0,✗,63
FK12,malicious,0.8,circuit8024.qasm,44,0,1,✗,45
FK12,malicious,1,circuit7242.qasm,46,0,1,✗,38
FK12,malicious,1,circuit7101.qasm,51,0,1,✗,29
FK12,malicious,1,circuit1480.qasm,47,0,1,✗,36
FK12,malicious,0.8,circuit8725.qasm,45,1,0,✗,62
FK12,malicious,0.8,circuit8036.qasm,40,0,1,✗,37
FK12,malicious,0.9,circuit8891.qasm,47,1,0,✗,64
FK12,malicious,0.9,circuit6663.qasm,37,1,0,✗,57
FK12,malicious,0.8,circuit0499.qasm,41,0,1,✗,33
FK12,malicious,0.8,circuit7197.qasm,46,0,1,✗,38
FK12,malicious,0.9,circuit6388.qasm,41,1,0,✗,65
FK12,malicious,0.9,circuit8232.qasm,46,1,0,✗,63
FK12,malicious,0.9,circuit3047.qasm,49,0,1,✗,34
FK12,malicious,0.9,circuit4871.qasm,53,0,1,✗,31
FK12,malicious,0.9,circuit7077.qasm,47,0,1,✗,38
FK12,malicious,0.9,circuit9107.qasm,44,1,0,✗,65
FK12,malicious,0.9,circuit2696.qasm,43,0,1,✗,30
FK12,malicious,0.9,circuit2017.qasm,48,0,1,✗,33
FK12,malicious,0.9,circuit2264.qasm,33,1,0,✗,66
FK12,malicious,0.9,circuit7799.qasm,49,1,0,✗,63
FK12,malicious,0.9,circuit9638.qasm,40,1,0,✗,57
FK12,malicious,0.9,circuit8380.qasm,44,1,0,✗,60
FK12,malicious,1,circuit7085.qasm,53,1,0,✗,69
FK12,malicious,0.9,circuit5296.qasm,44,0,1,✗,44
FK12,malicious,0.8,circuit1665.qasm,40,1,0,✗,62
FK12,malicious,0.9,circuit4002.qasm,40,0,1,✗,45
FK12,malicious,0.9,circuit4611.qasm,39,1,0,✗,58
FK12,malicious,0.8,circuit5516.qasm,38,1,0,✗,60
FK12,malicious,0.9,circuit3191.qasm,47,0,1,✗,40
FK12,malicious,0.9,circuit0126.qasm,44,1,0,✗,67
FK12,malicious,0.9,circuit0302.qasm,46,0,1,✗,38
FK12,malicious,0.9,circuit5607.qasm,42,0,1,✗,33
FK12,malicious,0.9,circuit5679.qasm,47,0,1,✗,43
FK12,malicious,1,circuit8043.qasm,50,1,0,✗,71
FK12,malicious,0.8,circuit9081.qasm,41,0,1,✗,39
FK12,malicious,0.9,circuit8253.qasm,46,0,1,✗,40
FK12,malicious,1,circuit1737.qasm,41,0,1,✗,38
FK12,malicious,1,circuit3589.qasm,50,1,0,✗,71
FK12,malicious,0.9,circuit0255.qasm,56,1,0,✗,60
FK12,malicious,0.9,circuit2343.qasm,40,1,0,✗,58
FK12,malicious,0.9,circuit5565.qasm,43,0,1,✗,36
FK12,malicious,0.9,circuit1864.qasm,55,0,1,✗,23
FK12,malicious,0.9,circuit0730.qasm,53,0,1,✗,44
FK12,malicious,1,circuit5607.qasm,54,0,1,✗,33
FK12,malicious,1,circuit0905.qasm,58,0,1,✗,30
FK12,malicious,0.9,circuit8326.qasm,52,1,0,✗,57
FK12,malicious,1,circuit0571.qasm,54,1,0,✗,72
FK12,malicious,0.9,circuit7101.qasm,46,0,1,✗,38
FK12,malicious,0.9,circuit2715.qasm,47,1,0,✗,51
FK12,malicious,0.9,circuit1480.qasm,51,0,1,✗,30
FK12,malicious,0.9,circuit8043.qasm,42,1,0,✗,67
FK12,malicious,1,circuit8326.qasm,43,1,0,✗,62
FK12,malicious,1,circuit2715.qasm,53,1,0,✗,53
FK12,malicious,0.9,circuit2244.qasm,50,0,1,✗,29
FK12,malicious,0.9,circuit7947.qasm,44,0,1,✗,33
FK12,malicious,0.9,circuit4932.qasm,47,0,1,✗,40
FK12,malicious,1,circuit0742.qasm,42,0,1,✗,39
FK12,malicious,0.9,circuit2886.qasm,38,0,1,✗,43
FK12,malicious,0.9,circuit7085.qasm,51,1,0,✗,69
FK12,malicious,0.9,circuit2971.qasm,44,0,1,✗,39
FK12,malicious,0.9,circuit6734.qasm,47,0,1,✗,45
FK12,malicious,0.9,circuit3669.qasm,43,1,0,✗,61
FK12,malicious,0.9,circuit2471.qasm,50,1,0,✗,65
FK12,malicious,0.9,circuit1737.qasm,50,0,1,✗,31
FK12,malicious,0.9,circuit3840.qasm,42,1,0,✗,52
FK12,malicious,0.9,circuit3783.qasm,43,0,1,✗,35
FK12,malicious,0.9,circuit8556.qasm,46,1,0,✗,60
FK12,malicious,0.9,circuit8242.qasm,42,1,1,✓,52
FK12,malicious,0.9,circuit5383.qasm,46,1,0,✗,66
FK12,malicious,0.9,circuit2587.qasm,44,0,1,✗,33
FK12,malicious,0.9,circuit4708.qasm,44,0,1,✗,33
FK12,malicious,0.9,circuit4909.qasm,42,0,0,✓,48
FK12,malicious,0.9,circuit0662.qasm,45,1,0,✗,63
FK12,malicious,0.9,circuit0427.qasm,53,1,0,✗,59
FK12,malicious,0.9,circuit8036.qasm,47,0,1,✗,41
FK12,malicious,0.9,circuit8433.qasm,44,1,0,✗,72
FK12,malicious,0.9,circuit7197.qasm,42,0,1,✗,34
FK12,malicious,0.9,circuit6104.qasm,42,1,0,✗,69
FK12,malicious,0.9,circuit6424.qasm,39,1,0,✗,62
FK12,malicious,0.9,circuit0499.qasm,40,0,1,✗,32
FK12,malicious,1,circuit3751.qasm,50,0,1,✗,31
FK12,malicious,0.9,circuit0571.qasm,41,1,0,✗,60
FK12,malicious,0.9,circuit0742.qasm,45,0,1,✗,47
FK12,malicious,0.9,circuit1665.qasm,48,1,0,✗,57
FK12,malicious,0.9,circuit9081.qasm,52,0,1,✗,35
FK12,malicious,0.9,circuit5432.qasm,45,1,0,✗,62
FK12,malicious,1,circuit3047.qasm,53,0,1,✗,34
FK12,malicious,1,circuit3840.qasm,45,1,0,✗,60
FK12,malicious,0.9,circuit9451.qasm,40,0,1,✗,39
FK12,malicious,1,circuit8579.qasm,55,0,1,✗,33
FK12,malicious,0.9,circuit6474.qasm,45,0,1,✗,38
FK12,malicious,0.9,circuit9803.qasm,48,1,0,✗,62
FK12,malicious,0.9,circuit8579.qasm,43,0,1,✗,35
FK12,malicious,1,circuit2264.qasm,52,0,0,✓,48
FK12,malicious,1,circuit2696.qasm,53,0,1,✗,37
FK12,malicious,1,circuit7077.qasm,47,0,1,✗,43
FK12,malicious,1,circuit9611.qasm,44,0,1,✗,38
FK12,malicious,1,circuit6691.qasm,40,0,1,✗,33
FK12,malicious,1,circuit8380.qasm,46,1,0,✗,67
FK12,malicious,1,circuit9107.qasm,46,1,0,✗,71
FK12,malicious,1,circuit0126.qasm,49,1,0,✗,70
FK12,malicious,1,circuit8253.qasm,49,0,1,✗,31
FK12,malicious,0.9,circuit5613.qasm,49,1,0,✗,65
FK12,malicious,1,circuit7587.qasm,47,0,1,✗,33
FK12,malicious,1,circuit4611.qasm,49,1,0,✗,66
FK12,malicious,1,circuit0302.qasm,52,0,1,✗,37
FK12,malicious,0.9,circuit0086.qasm,40,1,0,✗,71
FK12,malicious,0.9,circuit4099.qasm,52,0,1,✗,37
FK12,malicious,0.9,circuit0581.qasm,41,0,1,✗,29
FK12,malicious,0.9,circuit8725.qasm,51,1,0,✗,70
FK12,malicious,1,circuit0730.qasm,52,0,1,✗,29
FK12,malicious,0.9,circuit8100.qasm,55,1,0,✗,63
FK12,malicious,0.9,circuit2424.qasm,45,0,1,✗,40
FK12,malicious,0.9,circuit3751.qasm,43,0,1,✗,41
FK12,malicious,0.9,circuit5516.qasm,46,1,0,✗,60
FK12,malicious,1,circuit9081.qasm,42,0,1,✗,34
FK12,malicious,0.9,circuit8389.qasm,57,1,0,✗,74
FK12,malicious,1,circuit7947.qasm,58,0,1,✗,28
FK12,malicious,0.9,circuit2204.qasm,45,1,0,✗,63
FK12,malicious,0.9,circuit8753.qasm,51,1,0,✗,59
FK12,malicious,0.9,circuit3589.qasm,49,1,0,✗,60
FK12,malicious,0.9,circuit8024.qasm,49,0,1,✗,34
FK12,malicious,1,circuit6547.qasm,60,1,0,✗,65
FK12,malicious,1,circuit8232.qasm,54,1,0,✗,70
FK12,malicious,1,circuit4079.qasm,49,1,0,✗,60
FK12,malicious,1,circuit6388.qasm,55,1,0,✗,73
FK12,malicious,1,circuit2244.qasm,55,0,1,✗,33
FK12,malicious,1,circuit9678.qasm,43,0,1,✗,29
FK12,malicious,1,circuit4932.qasm,54,0,1,✗,45
FK12,malicious,1,circuit4871.qasm,46,0,1,✗,32
FK12,malicious,0.9,circuit9367.qasm,42,0,1,✗,43
FK12,malicious,1,circuit3191.qasm,40,0,1,✗,28
FK12,malicious,1,circuit2017.qasm,47,0,1,✗,27
FK12,malicious,1,circuit4002.qasm,49,0,1,✗,36
FK12,malicious,1,circuit5679.qasm,53,0,1,✗,46
FK12,malicious,1,circuit4909.qasm,60,1,0,✗,60
FK12,malicious,1,circuit2343.qasm,48,1,0,✗,67
FK12,malicious,1,circuit0255.qasm,48,1,0,✗,63
FK12,malicious,1,circuit2419.qasm,40,0,1,✗,39
FK12,malicious,1,circuit6067.qasm,52,0,1,✗,42
FK12,malicious,1,circuit6124.qasm,44,1,0,✗,61
FK12,malicious,1,circuit0662.qasm,56,1,0,✗,63
FK12,malicious,1,circuit6424.qasm,48,1,0,✗,72
FK12,malicious,1,circuit8556.qasm,52,1,0,✗,72
FK12,malicious,1,circuit8725.qasm,43,1,0,✗,66
FK12,malicious,1,circuit0499.qasm,53,0,1,✗,30
FK12,malicious,1,circuit7197.qasm,47,0,1,✗,25
FK12,malicious,1,circuit9638.qasm,52,1,0,✗,56
FK12,malicious,1,circuit2587.qasm,47,0,1,✗,32
FK12,malicious,1,circuit5028.qasm,46,1,0,✗,67
FK12,malicious,1,circuit2971.qasm,45,0,1,✗,34
FK12,malicious,1,circuit9367.qasm,47,0,1,✗,39
FK12,malicious,1,circuit6663.qasm,56,1,0,✗,62
FK12,malicious,1,circuit3647.qasm,60,0,1,✗,38
FK12,malicious,1,circuit5613.qasm,55,1,0,✗,69
FK12,malicious,1,circuit3669.qasm,43,1,0,✗,73
FK12,malicious,1,circuit3387.qasm,51,0,1,✗,28
FK12,malicious,1,circuit2886.qasm,49,0,1,✗,35
FK12,malicious,1,circuit8891.qasm,52,1,0,✗,68
FK12,malicious,1,circuit3498.qasm,49,0,0,✓,49
FK12,malicious,1,circuit3783.qasm,57,0,1,✗,28
FK12,malicious,1,circuit8100.qasm,45,1,0,✗,73
FK12,malicious,1,circuit2471.qasm,51,1,0,✗,69
FK12,malicious,1,circuit6734.qasm,54,0,1,✗,33
FK12,malicious,1,circuit4099.qasm,53,0,1,✗,42
FK12,malicious,1,circuit8242.qasm,45,0,1,✗,40
FK12,malicious,1,circuit0086.qasm,50,1,0,✗,62
FK12,malicious,1,circuit4708.qasm,48,0,1,✗,29
FK12,malicious,1,circuit0427.qasm,55,1,0,✗,68
FK12,malicious,1,circuit0581.qasm,51,0,1,✗,32
FK12,malicious,1,circuit8433.qasm,44,1,0,✗,66
FK12,malicious,1,circuit5104.qasm,52,0,1,✗,31
FK12,malicious,1,circuit8036.qasm,41,0,1,✗,29
FK12,malicious,1,circuit7799.qasm,46,1,0,✗,59
FK12,malicious,1,circuit5383.qasm,47,1,0,✗,65
FK12,malicious,1,circuit6104.qasm,45,1,0,✗,76
FK12,malicious,1,circuit5516.qasm,55,1,0,✗,63
FK12,malicious,1,circuit5432.qasm,49,1,0,✗,69
FK12,malicious,1,circuit1665.qasm,50,1,0,✗,66
FK12,malicious,1,circuit5296.qasm,50,0,1,✗,44
FK12,malicious,1,circuit2424.qasm,57,0,1,✗,35
FK12,malicious,1,circuit8389.qasm,64,1,0,✗,67
FK12,malicious,1,circuit2204.qasm,51,1,0,✗,62
FK12,malicious,1,circuit8753.qasm,61,1,0,✗,64
FK12,malicious,1,circuit6474.qasm,44,0,1,✗,37
FK12,malicious,1,circuit9451.qasm,50,0,1,✗,46
FK12,malicious,1,circuit9803.qasm,51,1,0,✗,65
FK12,malicious,1,circuit8024.qasm,45,0,1,✗,46
FK12,malicious,0.7,circuit9451.qasm,38,0,1,✗,43
FK12,malicious,0.7,circuit6474.qasm,41,0,1,✗,49
FK12,malicious,0.7,circuit9803.qasm,35,1,0,✗,53
FK12,malicious,0.7,circuit8024.qasm,39,0,1,✗,43
FK12,malicious,0.8,circuit9107.qasm,40,1,0,✗,57
FK12,malicious,0.8,circuit7077.qasm,37,0,1,✗,40
FK12,malicious,0.8,circuit5607.qasm,44,0,1,✗,41
FK12,malicious,0.8,circuit1480.qasm,48,0,1,✗,34
FK12,depolarising,0.0001,circuit6547.qasm,1,0,0,✓,37
FK12,depolarising,0.0001,circuit2264.qasm,0,0,0,✓,24
FK12,depolarising,0.0001,circuit4079.qasm,2,0,0,✓,33
FK12,depolarising,0.0001,circuit4871.qasm,5,1,1,✓,66
FK12,depolarising,0.0001,circuit2419.qasm,3,1,1,✓,55
FK12,depolarising,0.0001,circuit2696.qasm,1,1,1,✓,64
FK12,depolarising,0.0001,circuit5296.qasm,2,1,1,✓,64
FK12,depolarising,0.0001,circuit5613.qasm,3,0,0,✓,27
FK12,depolarising,0.0001,circuit3751.qasm,4,1,1,✓,59
FK12,depolarising,0.0005,circuit6547.qasm,17,0,0,✓,39
FK12,depolarising,0.0001,circuit0427.qasm,2,0,0,✓,40
FK12,depolarising,0.0001,circuit6124.qasm,0,0,0,✓,33
FK12,depolarising,0.0001,circuit0581.qasm,3,1,1,✓,63
FK12,depolarising,0.0001,circuit3191.qasm,3,1,1,✓,66
FK12,depolarising,0.0001,circuit0905.qasm,4,1,1,✓,74
FK12,depolarising,0.0001,circuit2886.qasm,4,1,1,✓,68
FK12,depolarising,0.0001,circuit3387.qasm,1,1,1,✓,58
FK12,depolarising,0.0005,circuit4002.qasm,7,1,1,✓,78
FK12,depolarising,0.0001,circuit0086.qasm,2,0,0,✓,33
FK12,depolarising,0.0001,circuit4909.qasm,1,0,0,✓,44
FK12,depolarising,0.0001,circuit8253.qasm,1,1,1,✓,54
FK12,depolarising,0.0001,circuit7587.qasm,1,1,1,✓,67
FK12,depolarising,0.0001,circuit2343.qasm,0,0,0,✓,45
FK12,depolarising,0.0001,circuit7101.qasm,4,1,1,✓,66
FK12,depolarising,0.0001,circuit8043.qasm,1,0,0,✓,32
FK12,depolarising,0.0001,circuit6663.qasm,0,0,0,✓,33
FK12,depolarising,0.0001,circuit0126.qasm,1,0,0,✓,24
FK12,depolarising,0.0001,circuit4611.qasm,5,0,0,✓,35
FK12,depolarising,0.0001,circuit4002.qasm,2,1,1,✓,60
FK12,depolarising,0.0005,circuit6691.qasm,12,1,1,✓,63
FK12,depolarising,0.0001,circuit5679.qasm,2,1,1,✓,51
FK12,depolarising,0.0001,circuit9611.qasm,4,1,1,✓,70
FK12,depolarising,0.0001,circuit5607.qasm,3,1,1,✓,72
FK12,depolarising,0.0001,circuit0730.qasm,0,1,1,✓,66
FK12,depolarising,0.0005,circuit5607.qasm,10,1,1,✓,72
FK12,depolarising,0.0001,circuit8326.qasm,3,0,0,✓,47
FK12,depolarising,0.0001,circuit1864.qasm,3,1,1,✓,64
FK12,depolarising,0.0001,circuit0255.qasm,4,0,0,✓,40
FK12,depolarising,0.0005,circuit8253.qasm,11,1,1,✓,71
FK12,depolarising,0.0005,circuit6067.qasm,11,1,1,✓,79
FK12,depolarising,0.0001,circuit4703.qasm,0,1,1,✓,72
FK12,depolarising,0.0001,circuit6067.qasm,1,1,1,✓,68
FK12,depolarising,0.0001,circuit5565.qasm,1,1,1,✓,79
FK12,depolarising,0.0005,circuit6124.qasm,11,0,0,✓,38
FK12,depolarising,0.0005,circuit4703.qasm,13,1,1,✓,67
FK12,depolarising,0.0001,circuit8556.qasm,2,0,0,✓,34
FK12,depolarising,0.0001,circuit4932.qasm,0,1,1,✓,59
FK12,depolarising,0.0001,circuit2244.qasm,0,1,1,✓,67
FK12,depolarising,0.0001,circuit0742.qasm,1,1,1,✓,59
FK12,depolarising,0.0001,circuit2971.qasm,2,1,1,✓,66
FK12,depolarising,0.0001,circuit3840.qasm,3,0,0,✓,38
FK12,depolarising,0.0001,circuit8891.qasm,3,0,0,✓,40
FK12,depolarising,0.0001,circuit9367.qasm,2,1,1,✓,66
FK12,depolarising,0.0001,circuit3647.qasm,0,1,1,✓,62
FK12,depolarising,0.0001,circuit2471.qasm,2,0,0,✓,36
FK12,depolarising,0.0001,circuit3589.qasm,2,0,0,✓,35
FK12,depolarising,0.0001,circuit2587.qasm,3,1,1,✓,65
FK12,depolarising,0.0001,circuit0571.qasm,1,0,0,✓,34
FK12,depolarising,0.0001,circuit4099.qasm,0,1,1,✓,69
FK12,depolarising,0.0001,circuit3783.qasm,0,1,1,✓,63
FK12,depolarising,0.0001,circuit3498.qasm,2,0,0,✓,42
FK12,depolarising,0.0001,circuit9081.qasm,2,1,1,✓,64
FK12,depolarising,0.0001,circuit8036.qasm,0,1,1,✓,64
FK12,depolarising,0.0001,circuit8024.qasm,2,1,1,✓,58
FK12,depolarising,0.0001,circuit9803.qasm,2,0,0,✓,43
FK12,depolarising,0.0001,circuit8753.qasm,1,0,0,✓,32
FK12,depolarising,0.0001,circuit8579.qasm,5,1,1,✓,70
FK12,depolarising,0.0001,circuit6388.qasm,2,0,0,✓,34
FK12,depolarising,0.0001,circuit9107.qasm,2,0,0,✓,30
FK12,depolarising,0.0001,circuit8232.qasm,1,0,0,✓,31
FK12,depolarising,0.0005,circuit2696.qasm,12,1,1,✓,76
FK12,depolarising,0.0001,circuit8380.qasm,2,0,0,✓,38
FK12,depolarising,0.0001,circuit7077.qasm,1,1,1,✓,65
FK12,depolarising,0.0005,circuit4611.qasm,13,0,0,✓,37
FK12,depolarising,0.0005,circuit5679.qasm,13,1,1,✓,58
FK12,depolarising,0.0005,circuit0905.qasm,11,1,1,✓,56
FK12,depolarising,0.0005,circuit0302.qasm,12,1,1,✓,59
FK12,depolarising,0.0005,circuit2343.qasm,10,0,0,✓,48
FK12,depolarising,0.0005,circuit3191.qasm,10,1,1,✓,73
FK12,depolarising,0.0005,circuit7242.qasm,8,1,1,✓,57
FK12,depolarising,0.0005,circuit7587.qasm,9,1,1,✓,69
FK12,depolarising,0.0005,circuit0255.qasm,11,0,0,✓,33
FK12,depolarising,0.0005,circuit5565.qasm,8,1,1,✓,70
FK12,depolarising,0.0005,circuit7101.qasm,8,1,1,✓,71
FK12,depolarising,0.0005,circuit1480.qasm,13,1,1,✓,68
FK12,depolarising,0.0005,circuit8043.qasm,10,0,0,✓,31
FK12,depolarising,0.0005,circuit2886.qasm,11,1,1,✓,65
FK12,depolarising,0.0005,circuit0730.qasm,16,1,1,✓,63
FK12,depolarising,0.0001,circuit9678.qasm,0,1,1,✓,70
FK12,depolarising,0.0005,circuit9678.qasm,7,1,1,✓,69
FK12,depolarising,0.0001,circuit2017.qasm,6,1,1,✓,70
FK12,depolarising,0.0005,circuit4932.qasm,10,1,1,✓,63
FK12,depolarising,0.0005,circuit2715.qasm,6,0,0,✓,38
FK12,depolarising,0.0005,circuit3840.qasm,12,0,0,✓,38
FK12,depolarising,0.0005,circuit7085.qasm,7,0,0,✓,33
FK12,depolarising,0.0005,circuit8100.qasm,17,0,0,✓,43
FK12,depolarising,0.0005,circuit5383.qasm,13,0,0,✓,36
FK12,depolarising,0.0005,circuit7799.qasm,12,0,0,✓,36
FK12,depolarising,0.0005,circuit3751.qasm,11,1,1,✓,73
FK12,depolarising,0.0001,circuit5383.qasm,0,0,0,✓,29
FK12,depolarising,0.0001,circuit7799.qasm,0,0,0,✓,36
FK12,depolarising,0.0001,circuit8100.qasm,1,0,0,✓,36
FK12,depolarising,0.0005,circuit9638.qasm,8,0,0,✓,35
FK12,depolarising,0.0001,circuit1737.qasm,3,1,1,✓,67
FK12,depolarising,0.0005,circuit4871.qasm,12,1,1,✓,76
FK12,depolarising,0.0001,circuit0662.qasm,4,0,0,✓,42
FK12,depolarising,0.0001,circuit8242.qasm,2,1,1,✓,61
FK12,depolarising,0.0005,circuit3047.qasm,5,1,1,✓,67
FK12,depolarising,0.0001,circuit3669.qasm,2,0,0,✓,24
FK12,depolarising,0.0005,circuit0571.qasm,10,0,0,✓,42
FK12,depolarising,0.0005,circuit0742.qasm,9,1,1,✓,63
FK12,depolarising,0.0001,circuit6424.qasm,2,0,0,✓,34
FK12,depolarising,0.0005,circuit3589.qasm,9,0,0,✓,28
FK12,depolarising,0.0005,circuit3647.qasm,11,1,1,✓,67
FK12,depolarising,0.0001,circuit4708.qasm,1,1,1,✓,56
FK12,depolarising,0.0005,circuit5028.qasm,12,0,0,✓,32
FK12,depolarising,0.0005,circuit4079.qasm,16,0,0,✓,44
FK12,depolarising,0.0001,circuit1665.qasm,0,0,0,✓,36
FK12,depolarising,0.0001,circuit5432.qasm,1,0,0,✓,32
FK12,depolarising,0.0001,circuit8725.qasm,2,0,0,✓,33
FK12,depolarising,0.0005,circuit5613.qasm,11,0,0,✓,30
FK12,depolarising,0.0001,circuit7197.qasm,3,1,1,✓,58
FK12,depolarising,0.0001,circuit8433.qasm,2,0,0,✓,40
FK12,depolarising,0.0001,circuit6104.qasm,4,0,0,✓,34
FK12,depolarising,0.0005,circuit7077.qasm,10,1,1,✓,62
FK12,depolarising,0.0001,circuit5516.qasm,1,0,0,✓,38
FK12,depolarising,0.0005,circuit2471.qasm,16,0,0,✓,28
FK12,depolarising,0.0001,circuit8389.qasm,3,0,0,✓,41
FK12,depolarising,0.0001,circuit9451.qasm,0,1,1,✓,61
FK12,depolarising,0.0001,circuit0499.qasm,5,1,1,✓,76
FK12,depolarising,0.0001,circuit2424.qasm,1,1,1,✓,57
FK12,depolarising,0.0001,circuit6474.qasm,6,1,1,✓,66
FK12,depolarising,0.0005,circuit9107.qasm,10,0,0,✓,35
FK12,depolarising,0.0005,circuit6388.qasm,12,0,0,✓,35
FK12,depolarising,0.0001,circuit2204.qasm,2,0,0,✓,37
FK12,depolarising,0.0005,circuit2419.qasm,15,1,1,✓,64
FK12,depolarising,0.0005,circuit3387.qasm,10,1,1,✓,64
FK12,depolarising,0.0005,circuit8232.qasm,14,0,0,✓,29
FK12,depolarising,0.0005,circuit8556.qasm,12,0,0,✓,27
FK12,depolarising,0.0005,circuit2264.qasm,14,0,0,✓,35
FK12,depolarising,0.0005,circuit8380.qasm,14,0,0,✓,36
FK12,depolarising,0.0005,circuit9451.qasm,12,1,1,✓,69
FK12,depolarising,0.0005,circuit2244.qasm,7,1,1,✓,62
FK12,depolarising,0.0005,circuit0126.qasm,13,0,0,✓,35
FK12,depolarising,0.0005,circuit9611.qasm,13,1,1,✓,62
FK12,depolarising,0.0005,circuit1864.qasm,7,1,1,✓,66
FK12,depolarising,0.0005,circuit8326.qasm,13,0,0,✓,43
FK12,depolarising,0.0005,circuit6663.qasm,20,0,0,✓,31
FK12,depolarising,0.0005,circuit9367.qasm,8,1,1,✓,53
FK12,depolarising,0.0001,circuit2715.qasm,0,0,0,✓,36
FK12,depolarising,0.0001,circuit7947.qasm,1,1,1,✓,67
FK12,depolarising,0.0001,circuit6734.qasm,1,1,1,✓,63
FK12,depolarising,0.0001,circuit9638.qasm,3,0,0,✓,37
FK12,depolarising,0.0005,circuit7947.qasm,8,1,1,✓,64
FK12,depolarising,0.0005,circuit7197.qasm,13,1,1,✓,69
FK12,depolarising,0.001,circuit7587.qasm,22,1,1,✓,62
FK12,depolarising,0.0005,circuit6734.qasm,17,1,1,✓,59
FK12,depolarising,0.0005,circuit2017.qasm,11,1,1,✓,70
FK12,depolarising,0.0005,circuit5296.qasm,9,1,1,✓,56
FK12,depolarising,0.0005,circuit2587.qasm,20,1,1,✓,65
FK12,depolarising,0.0005,circuit2424.qasm,14,1,1,✓,57
FK12,depolarising,0.0005,circuit9081.qasm,15,1,1,✓,70
FK12,depolarising,0.0027,circuit4079.qasm,49,0,0,✓,41
FK12,depolarising,0.0027,circuit8232.qasm,42,0,0,✓,46
FK12,depolarising,0.0027,circuit9107.qasm,54,0,0,✓,42
FK12,depolarising,0.0027,circuit6547.qasm,40,0,0,✓,37
FK12,depolarising,0.0027,circuit6388.qasm,54,0,0,✓,32
FK12,depolarising,0.0027,circuit4871.qasm,50,1,1,✓,61
FK12,depolarising,0.0027,circuit2696.qasm,42,1,1,✓,63
FK12,depolarising,0.0027,circuit8380.qasm,39,0,0,✓,43
FK12,depolarising,0.0005,circuit4909.qasm,16,0,0,✓,41
FK12,depolarising,0.0005,circuit8036.qasm,15,1,1,✓,69
FK12,depolarising,0.0027,circuit7077.qasm,46,1,1,✓,60
FK12,depolarising,0.0005,circuit4708.qasm,19,1,1,✓,64
FK12,depolarising,0.0005,circuit5432.qasm,15,0,0,✓,34
FK12,depolarising,0.0005,circuit1665.qasm,9,0,0,✓,30
FK12,depolarising,0.0005,circuit5516.qasm,11,0,0,✓,40
FK12,depolarising,0.001,circuit2886.qasm,20,1,1,✓,61
FK12,depolarising,0.0027,circuit2264.qasm,39,0,0,✓,41
FK12,depolarising,0.001,circuit3840.qasm,24,0,0,✓,30
FK12,depolarising,0.001,circuit2017.qasm,21,1,1,✓,68
FK12,depolarising,0.001,circuit3047.qasm,21,1,1,✓,74
FK12,depolarising,0.001,circuit8100.qasm,19,0,0,✓,40
FK12,depolarising,0.001,circuit8556.qasm,26,0,0,✓,39
FK12,depolarising,0.0005,circuit1737.qasm,9,1,1,✓,70
FK12,depolarising,0.0005,circuit3669.qasm,13,0,0,✓,31
FK12,depolarising,0.0005,circuit8891.qasm,13,0,0,✓,38
FK12,depolarising,0.0005,circuit3498.qasm,10,0,0,✓,49
